Category,Name,Variant Name,Price,URL
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'M (US 6.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'M\xc2\xbd (US 6.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'N (US 6.75)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'N\xc2\xbd (US 7)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'O',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'O\xc2\xbd (US 7.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'P (US 7.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'P\xc2\xbd (US 7.75)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'Q (US 8)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'Q\xc2\xbd (US 8.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'R (US 8.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'R\xc2\xbd (US 8.75)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'S (US 9)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'S\xc2\xbd (US 9.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'T (US 9.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'T\xc2\xbd (US 10)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'U (US 10.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'U\xc2\xbd (US 10.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'V (US 10.75)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'V\xc2\xbd (US 11)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'W (US 11.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Earrings',b'Flow - Sterling Silver and Pearl Earrings',b'',b'195.00',b'https://completedworks.com//products/flow-sterling-silver-and-pearl-earrings'
b'Earrings',b'Blast - Sterling Silver Ear Cuff',b'',b'165.00',b'https://completedworks.com//products/blast-silver-ear-cuff'
b'Hair Accessories',b'The Lure of Civilisation - Gold Vermeil and Pearl Hair Pin',b'',b'385.00',b'https://completedworks.com//products/the-lure-of-civilisation-gold-vermeil-and-pearl-hair-pin'
b'Earrings',b'Delights of an Undirected Mind - Gold Vermeil Earrings',b'',b'255.00',b'https://completedworks.com//products/delights-of-an-undirected-mind-gold-vermeil-earrings'
b'Earrings',b'Statue of a Couple - Gold Plated Ear Cuff',b'',b'150.00',b'https://completedworks.com//products/statue-of-a-couple-gold-vermeil-ear-cuff'
b'',b'Passage of the Divine Bird - Gold Vermeil Hair Pin',b'',b'215.00',b'https://completedworks.com//products/passage-of-the-divine-bird-gold-vermeil-hair-pin'
b'Rings',b'Pillar - 18 Carat Yellow Gold Diamond Solitaire Engagement Ring',b'',b'5800.00',b'https://completedworks.com//products/pillar-yellow-gold-diamond-solitaire-engagement-ring'
b'Necklace',b'Classicworks\xe2\x84\xa2 P - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-p-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 R - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-r-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 A - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-a-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 D - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-d-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 N - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-n-letter-pendant-gold-necklace'
b'Necklace',b'Waiting for the Miracle - Gold Vermeil Necklace',b'',b'450.00',b'https://completedworks.com//products/waiting-for-the-miracle-gold-vermeil-necklace'
b'Necklace',b'Scrunch - Gold Plated Necklace',b'',b'595.00',b'https://completedworks.com//products/scrunch-gold-plated-necklace'
b'Earrings',b'Streams of Opposing Bureaucrats - Gold Plated Cuff',b'',b'425.00',b'https://completedworks.com//products/streams-of-opposing-bureaucrats-gold-vermeil-hoop-earrings'
b'Earrings',"b""The FBI's Filing System - Gold Plated Earrings""",b'',b'225.00',b'https://completedworks.com//products/the-fbis-filing-system-gold-vermeil-hoop-earrings'
b'Earrings',b'Scrunch - Black Ruthenium Plated Silver Earrings',b'',b'350.00',b'https://completedworks.com//products/scrunch-black-ruthenium-plated-silver-earrings'
b'Earrings',b'Portrait of the Fin de Si\xc3\xa8cle - Gold Vermeil and Pearl Earrings',b'',b'415.00',b'https://completedworks.com//products/portrait-of-the-fin-de-siecle-gold-vermeil-and-pearl-earrings'
b'Earrings',b'The Idea of Order - Gold Vermeil Earrings',b'',b'325.00',b'https://completedworks.com//products/the-idea-of-order-gold-vermeil-earrings'
b'Earrings',b'Democratic Convention - Gold Vermeil Earrings',b'',b'250.00',b'https://completedworks.com//products/democratic-convention-gold-vermeil-earrings'
b'Earrings',b'Assembly - Gold Vermeil and Ceramic Earrings',b'White- In stock',b'215.00',b'https://completedworks.com//products/assembly-gold-vermeil-and-ceramic-earrings'
b'Earrings',b'Assembly - Gold Vermeil and Ceramic Earrings',b'Blue - Custom made',b'215.00',b'https://completedworks.com//products/assembly-gold-vermeil-and-ceramic-earrings'
b'Earrings',b'Assembly - Gold Vermeil and Ceramic Earrings',b'Red - Custom made',b'215.00',b'https://completedworks.com//products/assembly-gold-vermeil-and-ceramic-earrings'
b'Earrings',b'Assembly - Gold Vermeil and Ceramic Earrings',b'Pink -  Custom made',b'215.00',b'https://completedworks.com//products/assembly-gold-vermeil-and-ceramic-earrings'
b'Earrings',b'Assembly - Gold Vermeil and Ceramic Earrings',b'Black -Custom made',b'215.00',b'https://completedworks.com//products/assembly-gold-vermeil-and-ceramic-earrings'
b'Earrings',b'Assembly - Gold Vermeil and Ceramic Earrings',b'Green - Custom made',b'215.00',b'https://completedworks.com//products/assembly-gold-vermeil-and-ceramic-earrings'
b'Hair Accessories',b'The March of Progress - Gold Vermeil Hair Pin',b'',b'295.00',b'https://completedworks.com//products/the-march-of-progress-gold-vermeil-hair-pin'
b'Earrings',b'Furrowed - Gold Vermeil Hoop Earring',b'',b'185.00',b'https://completedworks.com//products/fold-gold-vermeil-hoop-earring'
b'Earrings',b'The Art of Sweeping Things Under the Rug - Gold Vermeil Ear Climber',b'Gold',b'155.00',b'https://completedworks.com//products/the-art-of-sweeping-things-under-the-rug-gold-vermeil-woven-ear-climber'
b'Earrings',b'The Art of Sweeping Things Under the Rug - Gold Vermeil Ear Climber',b'Silver',b'155.00',b'https://completedworks.com//products/the-art-of-sweeping-things-under-the-rug-gold-vermeil-woven-ear-climber'
b'Earrings',"b'A Way of Life, Like Any Other - Gold Vermeil Hoop Earrings'",b'',b'175.00',b'https://completedworks.com//products/a-way-of-life-like-any-other-gold-vermeil-hoop-earrings'
b'Earrings',b'Splintered - Woven Gold Vermeil Earring',b'',b'155.00',b'https://completedworks.com//products/splintered-woven-gold-vermeil-earring'
b'Hair Accessories',b'Swell - Pearl Hair Barrette',b'',b'245.00',b'https://completedworks.com//products/swell-pearl-hair-barrette'
b'Earrings',b'The Remains of a Dream - Red Ceramic and Gold Vermeil Earrings',b'',b'100.00',b'https://completedworks.com//products/the-remains-of-a-dream-red-ceramic-amp-gold-vermeil-earrings'
b'Earrings',b'The Remains of a Dream - Pink Ceramic and Gold Vermeil Earrings',b'',b'100.00',b'https://completedworks.com//products/the-remains-of-a-dream-pink-ceramic-amp-gold-vermeil-earrings'
b'Earrings',b'The Remains of a Dream - Green Ceramic and Gold Vermeil Earrings',b'',b'100.00',b'https://completedworks.com//products/the-remains-of-a-dream-green-ceramic-amp-gold-vermeil-earrings'
b'Earrings',b'The Remains of a Dream - Blue Ceramic and Gold Vermeil Earrings',b'',b'100.00',b'https://completedworks.com//products/the-remains-of-a-dream-blue-ceramic-amp-gold-vermeil-earrings'
b'Earrings',b'The Remains of a Dream - Black Ceramic and Gold Vermeil Earrings',b'',b'100.00',b'https://completedworks.com//products/the-remains-of-a-dream-black-ceramic-amp-gold-vermeil-earrings'
b'Earrings',"b""Leaving an Art-Lovers' Movie Club - Gold Vermeil Ear Climber""",b'',b'195.00',b'https://completedworks.com//products/leaving-an-art-lovers-movie-club-gold-vermeil-ear-climber'
b'Earrings',b'Sense and Nonsense in Silicon Valley  - Gold Plated Knitted Earrings',b'',b'255.00',b'https://completedworks.com//products/sense-and-nonsense-in-silicon-valley-gold-plated-knitted-earrings'
b'Earrings',b'Gotcha  - Pearl and Gold Vermeil Earrings',b'',b'265.00',b'https://completedworks.com//products/gotcha-pearl-and-gold-vermeil-earrings'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'Send me a sizer',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'E (US 2.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'E\xc2\xbd (US 2.75)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'F (US 3)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'F\xc2\xbd (US 3.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'G',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'G\xc2\xbd (US 3.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'H (US 3.75)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'H\xc2\xbd (US 4)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'I (US 4.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'I\xc2\xbd (US 4.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'J (US 4.75)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'J\xc2\xbd (US 5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'K (US 5.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'K\xc2\xbd (US 5.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'L (US 5.75)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'L\xc2\xbd (US 6)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'M (US 6.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'M\xc2\xbd (US 6.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'N (US 6.75)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'N\xc2\xbd (US 7)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'O',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'O\xc2\xbd (US 7.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'P (US 7.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'P\xc2\xbd (US 7.75)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'Q (US 8)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'Q\xc2\xbd (US 8.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'R (US 8.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'R\xc2\xbd (US 8.75)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'S (US 9)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'S\xc2\xbd (US 9.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'T (US 9.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'T\xc2\xbd (US 10)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'U (US 10.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'U\xc2\xbd (US 10.5)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'V (US 10.75)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'V\xc2\xbd (US 11)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Rings',b'Cascading - 18 Carat Yellow Gold and Diamond Ring',b'W (US 11.25)',b'1600.00',b'https://completedworks.com//products/cascading-yellow-gold-and-diamond-ring'
b'Necklace',b'Dossing Around - Gold Vermeil Pendant',b'',b'195.00',b'https://completedworks.com//products/dossing-around-gold-vermeil-pendant'
b'Necklace',b'Dossing About - Gold Vermeil Pendant',b'',b'155.00',b'https://completedworks.com//products/dossing-about-gold-vermeil-pendant'
b'Earrings',b'Nimbus - Gold Vermeil and Pearl Ear Cuff',b'',b'245.00',b'https://completedworks.com//products/nimbus-gold-vermeil-and-pearl-ear-cuff'
b'Necklace',b'Classicworks\xe2\x84\xa2 H - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-h-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 I - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-i-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 T - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-t-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 K - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-k-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 L - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-l-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 E - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-e-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 M - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-m-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 J - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-j-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 C - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-c-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 V - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-v-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 W - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-w-letter-pendant-gold-necklace'
b'Earrings',b'Psychopathology of Everyday Life - Gold Vermeil Earrings',b'',b'195.00',b'https://completedworks.com//products/copy-of-big-catch-gold-vermeil-earrings'
b'Rings',b'Hollowed Out Tank - Yellow Gold and Diamond Ring',b'',b'6295.00',b'https://completedworks.com//products/hollowed-out-tank-yellow-gold-and-diamond-ring'
b'Rings',b'Pillar - 18 Carat Yellow Gold Diamond Band Ring',b'',b'1420.00',b'https://completedworks.com//products/pillar-yellow-gold-diamond-band-ring'
b'Rings',b'Pillar -  18 Carat Yellow Gold Band Ring',b'',b'1200.00',b'https://completedworks.com//products/pillar-yellow-gold-band-ring'
b'Rings',b'Wires - Woven Gold Vermeil Ring',b'Small - In stock',b'225.00',b'https://completedworks.com//products/wires-woven-gold-vermeil-ring'
b'Rings',b'Wires - Woven Gold Vermeil Ring',b'Medium - Custom made in four weeks',b'225.00',b'https://completedworks.com//products/wires-woven-gold-vermeil-ring'
b'Rings',b'Wires - Woven Gold Vermeil Ring',b'Large - Custom made in four weeks',b'225.00',b'https://completedworks.com//products/wires-woven-gold-vermeil-ring'
b'Bracelet',b'In Defence of an Overgrown Garden - Gold Vermeil Bracelet with Garnet Gemstone',b'Garnet',b'310.00',b'https://completedworks.com//products/in-defence-of-an-overgrown-garden-gold-vermeil-bracelet-with-garnet-gemstone'
b'Earrings',b'Unfolded - Gold Vermeil and Pearl Earrings',b'',b'195.00',b'https://completedworks.com//products/unfolded-gold-vermeil-pearl-earrings'
b'Earrings',b'Flawed Logic - Gold Vermeil and White Topaz earrings',b'',b'225.00',b'https://completedworks.com//products/copy-of-a-simple-twist-of-fate-gold-vermeil-earrings'
b'Hair Accessories',b'Where The Sea Used To Be - Pearl and Gold Plated Hair Barrette',b'',b'285.00',b'https://completedworks.com//products/where-the-sea-used-to-be-pearl-and-gold-plated-hair-barrette'
b'Earrings',b'Stratus - Gold Vermeil Pearl Earrings',b'',b'185.00',b'https://completedworks.com//products/stratus-gold-vermeil-pearl-earrings'
b'Earrings',b'Cumulus - Gold Vermeil and Pearl Ear Cuff',b'',b'195.00',b'https://completedworks.com//products/cumulus-gold-vermeil-and-pearl-ear-cuff'
b'Hair Accessories',b'Municipal Dreams - Gold Plated Earrings',b'',b'195.00',b'https://completedworks.com//products/municipal-dreams-gold-plated-earrings'
b'Earrings',"b""A Few Fibers from Freud's Couch  - Woven Gold Vermeil Earrings""",b'',b'235.00',b'https://completedworks.com//products/a-few-fibers-from-freuds-couch-woven-gold-vermeil-earrings'
b'Bracelet',b'Parade of Possibilities - Pearl and Gold Plated Bracelet',b'',b'450.00',b'https://completedworks.com//products/parade-of-possibilities-pearl-and-gold-plated-bracelet'
b'Earrings',b'Groundswell - Gold Vermeil Earrings',b'',b'395.00',b'https://completedworks.com//products/groundswell-gold-vermeil-earrings'
b'Necklace',b'Classicworks\xe2\x84\xa2 S - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-s-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 Heart - Gold Vermeil Necklace',b'',b'195.00',b'https://completedworks.com//products/heart-pendant-gold-necklace'
b'Hair Accessories',b'Air Mail - Gold Vermeil Hair Pin',b'',b'195.00',b'https://completedworks.com//products/air-mail-gold-vermeil-hair-pin'
b'Necklace',b'Parade of Possibilities - Pearl and Gold Plated Necklace',b'',b'495.00',b'https://completedworks.com//products/parade-of-possibilities-pearl-and-gold-plated-necklace'
b'Earrings',b'Compulsory Miseducation - Gold Vermeil Earrings',b'',b'205.00',b'https://completedworks.com//products/compulsory-miseducation-gold-vermeil-earrings'
b'Earrings',b'Deep State - Gold Vermeil Hoop Earrings',b'',b'210.00',b'https://completedworks.com//products/deep-state-gold-vermeil-hoop-earrings'
b'Earrings',b'Running for the Hills - Pearl and Gold Vermeil Earrings',b'',b'295.00',b'https://completedworks.com//products/running-for-the-hills-pearl-and-gold-vermeil-earrings'
b'Rings',b'Bend in the River - Gold Vermeil Ring',b'Small - In stock',b'250.00',b'https://completedworks.com//products/bend-in-the-river-gold-vermeil-ring'
b'Rings',b'Bend in the River - Gold Vermeil Ring',b'Medium - In stock',b'250.00',b'https://completedworks.com//products/bend-in-the-river-gold-vermeil-ring'
b'Rings',b'Bend in the River - Gold Vermeil Ring',b'Large - In stock',b'250.00',b'https://completedworks.com//products/bend-in-the-river-gold-vermeil-ring'
b'Hair Accessories',b'Scrunch - Gold Plated Hair Barrette',b'',b'395.00',b'https://completedworks.com//products/scrunch-gold-vermeil-hair-barrette'
b'Rings',b'Fragment of a Lost Society - 18 Carat Yellow Gold and Diamond Ring',b'',b'3850.00',b'https://completedworks.com//products/fragment-yellow-gold-and-diamond-ring'
b'Earrings',b'Wild Relatives - Gold Vermeil and Pearl Earrings',b'',b'350.00',b'https://completedworks.com//products/wild-relatives-gold-vermeil-earrings'
b'Earrings',"b""What's Wrong with Redistribution - Gold Vermeil and Pearl Earrings""",b'',b'255.00',b'https://completedworks.com//products/whats-wrong-with-redistribution-pearl-earrings'
b'Earrings',b'Fold III - 18 Carat Yellow Gold Earring',b'',b'900.00',b'https://completedworks.com//products/fold-iii-yellow-gold-earring'
b'',b'Vitamin C: Clay and Ceramic in Contemporary Art',b'',b'39.95',b'https://completedworks.com//products/vitamin-c-clay-and-ceramic-in-contemporary-art'
b'Earrings',b'Unfolded - Gold Vermeil Earrings',b'',b'165.00',b'https://completedworks.com//products/unfolded-gold-vermeil-earrings'
b'Earrings',b'The Search for Undiscovered Planets - Gold Vermeil Earrings',b'',b'245.00',b'https://completedworks.com//products/endless-searching-gold-vermeil-earrings'
b'Bracelet',b'Unconscious Landscapes - Gold Vermeil Cuff',b'',b'255.00',b'https://completedworks.com//products/unconscious-landscapes-gold-vermeil-cuff'
b'Earrings',b'The Remains of a Dream - White Ceramic and Gold Vermeil Earrings',b'',b'100.00',b'https://completedworks.com//products/the-remains-of-a-dream-ceramic-amp-gold-vermeil-earrings'
b'Earrings',b'Ticket for NYLCU Fundraiser - Gold Vermeil Earrings',b'',b'175.00',b'https://completedworks.com//products/ticket-for-nylcu-fundraiser-gold-vermeil-earrings'
b'Bracelet',b'A Portrait of the Twentieth Century - 18 Carat Yellow Gold and Pearl Bangle',b'',b'8335.00',b'https://completedworks.com//products/a-portrait-of-the-twentieth-century-yellow-gold-and-pearl-bangle'
b'Earrings',"b'The Temptation of Spinoza - 18 Carat Yellow Gold, Marble and Diamond Earrings'",b'',b'1025.00',b'https://completedworks.com//products/the-temptation-of-spinoza-yellow-gold-marble-and-diamond-earrings'
b'Rings',b'The Subverted Flower - 18 Carat Yellow Gold and Diamond Ring',b'Send a sizer 0.70ct Round',b'7900.00',b'https://completedworks.com//products/the-subverted-flower-yellow-gold-and-diamond-ring'
b'Rings',b'The Subverted Flower - 18 Carat Yellow Gold and Diamond Ring',b'Send a sizer 1.0ct Round',b'12950.00',b'https://completedworks.com//products/the-subverted-flower-yellow-gold-and-diamond-ring'
