Category,Name,Variant Name,Price,URL
b'Rings',b'The Murmur of False Idols - Gold Vermeil Ring',b'Medium - In stock',b'435.00',b'https://completedworks.com//products/the-murmur-of-false-idols-gold-vermeil-ring'
b'Rings',b'The Murmur of False Idols - Gold Vermeil Ring',b'Large - In stock',b'435.00',b'https://completedworks.com//products/the-murmur-of-false-idols-gold-vermeil-ring'
b'Earrings',b'We Dare You to Trespass - Gold Vermeil Ear Cuff',b'',b'195.00',b'https://completedworks.com//products/we-dare-you-to-trespass-gold-vermeil-earrings'
b'Earrings',b'Suburbs - Gold Vermeil Earrings',b'',b'215.00',b'https://completedworks.com//products/suburbs-gold-vermeil-earrings'
b'Earrings',b'Deep State - Gold Vermeil and White Topaz Hoop Earrings',b'',b'395.00',b'https://completedworks.com//products/deep-state'
b'',b'How to Appear Invisible - Small Pitcher',b'',b'165.00',b'https://completedworks.com//products/copy-of-solitude-small-vessel'
b'',b'Banned Book No. 2 / Vessel in Black',b'',b'240.00',b'https://completedworks.com//products/banned-book-no-2-ceramic-vessell-black'
b'',b'Solitude / Vessel in Black',b'',b'95.00',b'https://completedworks.com//products/solitude-ceramic-vase-in-black'
b'',b'Seam / Vessel in Blush',b'',b'95.00',b'https://completedworks.com//products/seam-ceramic-vase'
b'Earrings',b'Deep State - Platinum Plated Hoop Earrings',b'',b'210.00',b'https://completedworks.com//products/deep-state-platinum-plated-hoop-earrings'
b'Earrings',b'Encounter - Sterling Silver Earrings',b'',b'185.00',b'https://completedworks.com//products/encounter-silver-earrings'
b'Necklace',b'Classicworks\xe2\x84\xa2 G - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-g-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 Z - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-z-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 Y - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-y-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 X - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-x-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 U - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-u-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 Q - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-q-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 O - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-o-letter-pendant-gold-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 B - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-b-letter-pendant-gold-necklace'
b'Bracelet',b'The Remains of a Dream - Ceramic & Gold Plated Bracelet',b'',b'120.00',b'https://completedworks.com//products/the-remains-of-a-dream-ceramic-amp-gold-vermeil-bracelet'
b'Earrings',b'Subcommittee - Sterling Silver Earrings',b'',b'210.00',b'https://completedworks.com//products/subcommittee-silver-earrings'
b'Necklace',b'Dossing About - Sterling Silver Pendant',b'',b'155.00',b'https://completedworks.com//products/copy-of-dossing-about-gold-vermeil-pendant'
b'Necklace',b'Dossing Around - Platinum Plated Sterling Silver Pendant',b'Platinum plated sterling silver',b'195.00',b'https://completedworks.com//products/copy-of-dossing-around-gold-vermeil-pendant'
b'Necklace',b'Dossing Around - Platinum Plated Sterling Silver Pendant',b'14ct yellow gold plated sterling silver',b'195.00',b'https://completedworks.com//products/copy-of-dossing-around-gold-vermeil-pendant'
b'Rings',"b'Deflated (""Do Not inflate"") - Ring'",b'Extra Small - In stock Platinum plated sterling silver',b'195.00',b'https://completedworks.com//products/copy-of-deflated-do-not-inflate-gold-vermeil-ring'
b'Rings',"b'Deflated (""Do Not inflate"") - Ring'",b'Small - In stock Platinum plated sterling silver',b'195.00',b'https://completedworks.com//products/copy-of-deflated-do-not-inflate-gold-vermeil-ring'
b'Rings',"b'Deflated (""Do Not inflate"") - Ring'",b'Medium - In stock Platinum plated sterling silver',b'195.00',b'https://completedworks.com//products/copy-of-deflated-do-not-inflate-gold-vermeil-ring'
b'Rings',"b'Deflated (""Do Not inflate"") - Ring'",b'Large - In stock Platinum plated sterling silver',b'195.00',b'https://completedworks.com//products/copy-of-deflated-do-not-inflate-gold-vermeil-ring'
b'Rings',"b'Deflated (""Do Not inflate"") - Ring'",b'Extra Large - In stock Platinum plated sterling silver',b'195.00',b'https://completedworks.com//products/copy-of-deflated-do-not-inflate-gold-vermeil-ring'
b'Earrings',b'Stratus - Single Earring',b'Platinum plated sterling silver',b'145.00',b'https://completedworks.com//products/copy-of-stratus-gold-vermeil-pearl-earrings'
b'Earrings',b'Stratus - Single Earring',b'14ct gold plated sterling silver',b'145.00',b'https://completedworks.com//products/copy-of-stratus-gold-vermeil-pearl-earrings'
b'Earrings',b'A Quarrel with my Dentist - Yellow Gold and Diamond Earring',b'',b'1980.00',b'https://completedworks.com//products/copy-of-chord-of-light-white-gold-and-diamond-earring'
b'Earrings',b'A Midsummer Bird - Yellow Gold and Diamond Earring',b'Single Earring',b'325.00',b'https://completedworks.com//products/a-midsummer-bird-18-carat-yellow-gold-and-diamond-earring'
b'Earrings',b'A Midsummer Bird - Yellow Gold and Diamond Earring',b'Pair of Earrings',b'650.00',b'https://completedworks.com//products/a-midsummer-bird-18-carat-yellow-gold-and-diamond-earring'
b'Necklace',b'The Remains of a Dream - Ceramic & Gold Plated Necklace',b'',b'100.00',b'https://completedworks.com//products/the-remains-of-a-dream-ceramic-amp-gold-vermeil-necklace'
b'Necklace',b'Classicworks\xe2\x84\xa2 F - Gold Vermeil Necklace',b'',b'125.00',b'https://completedworks.com//products/initial-alphabet-jewellery-f-letter-pendant-gold-necklace'
b'Bracelet',b'Unconscious Landscapes - Cuff',b'Platinum plated sterling silver',b'255.00',b'https://completedworks.com//products/unconscious-landscapes-sterling-silver-cuff'
b'Bracelet',b'Unconscious Landscapes - Cuff',b'14ct gold plated sterling silver',b'255.00',b'https://completedworks.com//products/unconscious-landscapes-sterling-silver-cuff'
b'Earrings',b'Flow - Single Earring With Pearl',b'Platinum plated sterling silver',b'145.00',b'https://completedworks.com//products/flow-sterling-silver-and-pearl-earrings-1'
b'Earrings',b'Flow - Single Earring With Pearl',b'14ct yellow gold plated sterling silver',b'145.00',b'https://completedworks.com//products/flow-sterling-silver-and-pearl-earrings-1'
b'Earrings',b'Plume - Single Earring',b'Platinum plated sterling silver',b'145.00',b'https://completedworks.com//products/copy-of-plume-gold-vermeil-earrings'
b'Earrings',b'Plume - Single Earring',b'14ct yellow gold plated sterling silver',b'145.00',b'https://completedworks.com//products/copy-of-plume-gold-vermeil-earrings'
b'Earrings',b'Splintered - Single Earring',b'Platinum plated sterling silver',b'155.00',b'https://completedworks.com//products/splintered-single-earring'
b'Earrings',b'Splintered - Single Earring',b'14ct yellow gold plated sterling silver',b'155.00',b'https://completedworks.com//products/splintered-single-earring'
b'Necklace',"b""Who's in Charge? - Pearl and Sterling Silver Necklace""",b'Platinum plated sterling silver',b'515.00',b'https://completedworks.com//products/copy-of-parade-of-possibilities-pearl-and-gold-plated-necklace'
b'Bracelet',"b""Who's in Charge? - Pearl and Sterling Silver Bracelet""",b'',b'355.00',b'https://completedworks.com//products/copy-of-parade-of-possibilities-pearl-and-gold-plated-bracelet'
b'Earrings',b'Fall II - Single Earring',b'Platinum plated sterling silver',b'95.00',b'https://completedworks.com//products/copy-of-fall-ii-gold-vermeil-earrings'
b'Earrings',b'Fall II - Single Earring',b'14ct yellow gold plated sterling silver',b'95.00',b'https://completedworks.com//products/copy-of-fall-ii-gold-vermeil-earrings'
b'Earrings',b'Blast - Ear Cuff',b'Platinum plated sterling silver',b'165.00',b'https://completedworks.com//products/blast-men-s-sterling-silver-ear-cuff'
b'Earrings',b'Blast - Ear Cuff',b'14ct gold plated sterling silver',b'165.00',b'https://completedworks.com//products/blast-men-s-sterling-silver-ear-cuff'
b'Earrings',b'Blast - Ear Cuff',b'Black ruthenium plated sterling silver',b'165.00',b'https://completedworks.com//products/blast-men-s-sterling-silver-ear-cuff'
b'Earrings',b'Flawed Logic - Single Earring',b'Platinum plated sterling silver',b'145.00',b'https://completedworks.com//products/flawed-logic-sterling-silver-and-ceramic-earring'
b'Earrings',b'Flawed Logic - Single Earring',b'14ct yellow gold plated sterling silver',b'145.00',b'https://completedworks.com//products/flawed-logic-sterling-silver-and-ceramic-earring'
b'Earrings',b'The Art of Sweeping Things Under the Rug - Single Earring',b'Platinum plated sterling silver',b'155.00',b'https://completedworks.com//products/the-art-of-sweeping-things-under-the-rug-sterling-silver-earring'
b'Earrings',b'The Art of Sweeping Things Under the Rug - Single Earring',b'14ct yellow gold plated sterling silver',b'155.00',b'https://completedworks.com//products/the-art-of-sweeping-things-under-the-rug-sterling-silver-earring'
b'Earrings',b'Deep State - Single Earring',b'Platinum plated sterling silver',b'165.00',b'https://completedworks.com//products/deep-state-sterling-silver-hoop-earrings'
b'Earrings',b'Deep State - Single Earring',b'14ct yellow gold plated sterling silver',b'165.00',b'https://completedworks.com//products/deep-state-sterling-silver-hoop-earrings'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'Send me a sizer',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'E (US 2.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'E\xc2\xbd (US 2.75)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'F (US 3)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'F\xc2\xbd (US 3.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'G',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'G\xc2\xbd (US 3.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'H (US 3.75)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'H\xc2\xbd (US 4)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'I (US 4.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'I\xc2\xbd (US 4.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'J (US 4.75)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'J\xc2\xbd (US 5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'K (US 5.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'K\xc2\xbd (US 5.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'L (US 5.75)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'L\xc2\xbd (US 6)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'M (US 6.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'M\xc2\xbd (US 6.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'N (US 6.75)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'N\xc2\xbd (US 7)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'O',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'O\xc2\xbd (US 7.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'P (US 7.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'P\xc2\xbd (US 7.75)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'Q (US 8)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'Q\xc2\xbd (US 8.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'R (US 8.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'R\xc2\xbd (US 8.75)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'S (US 9)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'S\xc2\xbd (US 9.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'T (US 9.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'T\xc2\xbd (US 10)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'U (US 10.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'U\xc2\xbd (US 10.5)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'V (US 10.75)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'V\xc2\xbd (US 11)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Surrounded Islands - 18ct Yellow Gold and Diamond Ring',b'W (US 11.25)',b'2200.00',b'https://completedworks.com//products/surrounded-islands-18ct-yellow-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'Send me a sizer',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'E (US 2.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'E\xc2\xbd (US 2.75)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'F (US 3)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'F\xc2\xbd (US 3.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'G',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'G\xc2\xbd (US 3.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'H (US 3.75)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'H\xc2\xbd (US 4)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'I (US 4.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'I\xc2\xbd (US 4.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'J (US 4.75)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'J\xc2\xbd (US 5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'K (US 5.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'K\xc2\xbd (US 5.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'L (US 5.75)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'L\xc2\xbd (US 6)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'M (US 6.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'M\xc2\xbd (US 6.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'N (US 6.75)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'N\xc2\xbd (US 7)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'O',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'O\xc2\xbd (US 7.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'P (US 7.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'P\xc2\xbd (US 7.75)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'Q (US 8)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'Q\xc2\xbd (US 8.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'R (US 8.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'R\xc2\xbd (US 8.75)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'S (US 9)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'S\xc2\xbd (US 9.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'T (US 9.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'T\xc2\xbd (US 10)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'U (US 10.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'U\xc2\xbd (US 10.5)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'V (US 10.75)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'V\xc2\xbd (US 11)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'Wild Waves - 18 Carat White Gold and Diamond Ring',b'W (US 11.25)',b'2400.00',b'https://completedworks.com//products/wild-waves-18-carat-white-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'Send me a sizer',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'E (US 2.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'E\xc2\xbd (US 2.75)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'F (US 3)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'F\xc2\xbd (US 3.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'G',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'G\xc2\xbd (US 3.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'H (US 3.75)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'H\xc2\xbd (US 4)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'I (US 4.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'I\xc2\xbd (US 4.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'J (US 4.75)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'J\xc2\xbd (US 5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'K (US 5.25)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'K\xc2\xbd (US 5.5)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'L (US 5.75)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
b'Rings',b'A Light in the Rain - 18 Carat Yellow Gold and Diamond Ring',b'L\xc2\xbd (US 6)',b'1850.00',b'https://completedworks.com//products/light-in-the-rain-18-carat-yellow-gold-and-diamond-ring'
